Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21
Other,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21
GBA,2007,Misc,Other,0.87,0.32,0,0.02,1.21
PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21
PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
Wii,2008,Puzzle,Electronic Arts,0.71,0.38,0,0.12,1.21
PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2
PS2,2002,Action,Other,0.59,0.46,0,0.15,1.2
Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2
PSP,2006,Sports,Electronic Arts,0.25,0.64,0,0.31,1.2
PS2,2004,Racing,Other,1,0.04,0,0.16,1.2
PS3,2011,Racing,Other,0.12,0.74,0.11,0.24,1.2
PC,2014,Simulation,Other,0.08,1.04,0,0.07,1.2
Other,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
Other,1999,Sports,Sega,1.12,0.05,0,0.02,1.2
Other,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
Other,1986,Shooter,Konami Digital Entertainment,0,0,1.2,0,1.2
Other,1986,Platform,Konami Digital Entertainment,0,0,1.2,0,1.2
Other,1993,Fighting,Namco Bandai Games,0,0,1.2,0,1.2
XB,2003,Action,Other,0.72,0.43,0.01,0.04,1.2
PSP,2006,Racing,THQ,0.72,0.28,0,0.2,1.2
PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2
PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2
PS,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
GBA,2003,Racing,THQ,0.86,0.32,0,0.02,1.19
PS3,2012,Action,Other,0.5,0.5,0,0.19,1.19
Other,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19
GBA,2002,Platform,THQ,0.92,0.23,0,0.04,1.19
Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
Other,2015,Shooter,Activision,0.85,0.23,0,0.12,1.19
PS2,2006,Action,Other,0.99,0.04,0,0.16,1.19
Other,1990,Platform,Other,0.68,0.14,0.35,0.02,1.19
Other,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
PS,1999,Racing,Ubisoft,0.99,0.16,0,0.04,1.19
XB,N/A,Action,Other,0.76,0.38,0,0.05,1.19
Wii,2008,Misc,Other,0.77,0.31,0,0.11,1.19
PSP,2007,Fighting,THQ,0.45,0.47,0,0.28,1.19
Other,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19
GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19
PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18
PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18
DS,2009,Action,Activision,0.65,0.42,0,0.11,1.18
Other,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18
Other,1982,Racing,Other,1.1,0.07,0,0.01,1.18
PS3,2013,Fighting,Other,0.48,0.5,0.01,0.2,1.18
Other,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18
Other,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18
Other,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,1.18
X360,2012,Misc,Ubisoft,0.9,0.19,0,0.09,1.18
GBA,2001,Sports,Activision,0.85,0.31,0,0.02,1.18
PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18
Other,1991,Platform,Other,0.5,0.14,0.52,0.02,1.18
PS,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17
PS2,2005,Shooter,Activision,0.98,0.04,0,0.16,1.17
PS2,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17
PS3,2012,Action,Other,0.48,0.24,0.36,0.1,1.17
Other,1990,Platform,Other,0.68,0.1,0.39,0,1.17
PSP,2008,Action,Other,0.4,0.48,0,0.29,1.17
Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17
PS3,2011,Fighting,THQ,0.53,0.45,0.02,0.17,1.17
Other,2015,Action,Other,0.36,0.59,0.04,0.18,1.17
Other,1993,Role-Playing,Other,0,0,1.17,0,1.17
Other,1997,Action,Other,0.74,0.38,0.02,0.03,1.17
PS2,2003,Sports,Other,0.57,0.45,0,0.15,1.17
PC,2015,Action,Take-Two Interactive,0.39,0.69,0,0.09,1.17
PC,2010,Role-Playing,Other,0.59,0.45,0,0.14,1.17
PS,1998,Sports,Other,0.65,0.44,0,0.08,1.17
PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17
PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
XB,2003,Shooter,Electronic Arts,0.76,0.36,0,0.05,1.17
PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
PC,2008,Strategy,Electronic Arts,0.03,1.06,0,0.08,1.17
PS,1996,Racing,Other,0.65,0.44,0,0.08,1.17
GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
PS3,2011,Action,Other,0.52,0.46,0,0.19,1.16
PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16
PS2,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16
PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16
PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16
PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16
GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
Other,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16
Other,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
Other,1993,Platform,Other,0.57,0.08,0.5,0.01,1.16
PS,1997,Racing,Other,0.65,0.44,0,0.08,1.16
X360,2011,Sports,Ubisoft,0.7,0.36,0,0.1,1.16
Other,2013,Sports,Electronic Arts,0.41,0.66,0,0.09,1.16
PSP,2007,Role-Playing,Other,0.45,0.24,0.3,0.16,1.16
XB,2005,Action,Other,0.83,0.28,0,0.05,1.16
X360,2010,Shooter,Other,0.54,0.5,0,0.12,1.16
DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15
PC,2008,Simulation,Sega,0,1.14,0,0.01,1.15
PS2,2001,Action,Other,0.56,0.44,0,0.15,1.15
PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15
PS2,2004,Shooter,Other,0.56,0.44,0,0.15,1.15
Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15
PC,2012,Sports,Sega,0,0.95,0,0.21,1.15
Other,1980,Misc,Activision,1.07,0.07,0,0.01,1.15
X360,2012,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15
Other,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
Other,1995,Sports,Other,0,0,1.15,0,1.15
Other,1986,Action,Other,0,0,1.15,0,1.15
DS,2008,Misc,Other,0.5,0.52,0,0.13,1.15
PSP,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15
Other,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15
Other,1993,Role-Playing,Other,0,0,1.15,0,1.15
PS2,2003,Platform,THQ,0.56,0.44,0,0.15,1.15
Other,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15
PS,1998,Shooter,Other,0.64,0.43,0,0.07,1.15
PS,1997,Puzzle,Other,0,0,1.07,0.07,1.15
PS,2000,Action,Take-Two Interactive,0.64,0.43,0,0.07,1.14
PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14
PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
PS,1998,Role-Playing,Other,0.25,0.17,0.65,0.07,1.14
PS3,2007,Action,Other,0.57,0.32,0.09,0.16,1.14
PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0,0.19,1.14
Other,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14
PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14
Other,2000,Action,Other,0.41,0.23,0.47,0.03,1.14
Other,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14
Other,1998,Shooter,Other,0.9,0.23,0,0.02,1.14
Other,1986,Action,Other,0.71,0.16,0.25,0.03,1.14
Other,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
XB,2003,Action,Electronic Arts,0.71,0.38,0,0.05,1.14
GBA,2005,Action,Other,0.82,0.3,0,0.02,1.14
PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
PS2,2005,Role-Playing,Take-Two Interactive,0,0.51,0,0.62,1.14
PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14
PS3,2011,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14
Other,2014,Shooter,Other,0.63,0.4,0,0.1,1.14
PS2,2001,Simulation,Other,0.12,0.1,0.88,0.03,1.14
Other,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
Other,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14
XB,2002,Simulation,Other,1.01,0.1,0,0.03,1.13
Wii,2009,Sports,Electronic Arts,0.76,0.27,0,0.1,1.13
PS,1999,Sports,Other,0,0,1.06,0.07,1.13
GBA,2006,Racing,THQ,0.81,0.3,0,0.02,1.13
Other,2016,Action,Ubisoft,0.37,0.58,0,0.18,1.13
Other,2011,Action,Other,0.61,0.43,0,0.09,1.13
XB,2004,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13
Other,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13
PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13
X360,2009,Misc,Activision,0.65,0.37,0,0.11,1.13
Other,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13
PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13
Other,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
GBA,2005,Role-Playing,Nintendo,0.81,0.3,0,0.02,1.13
PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0,0.12,1.13
Other,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12
Other,1982,Shooter,Other,1.05,0.06,0,0.01,1.12
PS2,2001,Racing,Activision,0.55,0.43,0,0.14,1.12
Other,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
Wii,2009,Platform,Ubisoft,0.25,0.74,0,0.14,1.12
PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12
PSP,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12
PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12
XB,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12
Other,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
X360,2011,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12
PS2,2009,Misc,Activision,0.28,0.3,0,0.54,1.12
PC,2007,Sports,Other,0,1.12,0,0,1.12
PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12
Other,2012,Role-Playing,Other,0.36,0.23,0.38,0.15,1.12
XB,2004,Action,Activision,0.82,0.26,0,0.04,1.12
X360,2010,Shooter,Other,0.63,0.36,0.02,0.1,1.12
PS3,2009,Misc,Other,0.67,0.29,0,0.15,1.12
X360,2011,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11
XB,2003,Shooter,Other,0.85,0.23,0,0.04,1.11
PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11
PS2,2007,Misc,Other,0.92,0.04,0,0.15,1.11
PS3,2011,Fighting,Electronic Arts,0.45,0.49,0,0.18,1.11
PS2,N/A,Misc,Electronic Arts,0.71,0.06,0,0.35,1.11
XB,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11
Other,1994,Sports,Other,0.95,0.14,0,0.03,1.11
Other,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11
PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11
PS,1999,Role-Playing,Other,0.18,0.13,0.73,0.07,1.11
Other,2013,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11
X360,2013,Sports,Take-Two Interactive,0.64,0.37,0,0.1,1.11
Other,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11
PSP,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11
Other,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1
Other,1982,Platform,Other,1.03,0.06,0,0.01,1.1
PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1
PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1
DS,2011,Strategy,Other,0.9,0.12,0,0.08,1.1
Other,1984,Puzzle,Other,0,0,1.1,0,1.1
Other,1989,Role-Playing,Other,0,0,1.1,0,1.1
Other,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1
Other,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
Other,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1
Other,1999,Strategy,Konami Digital Entertainment,0,0,1.1,0,1.1
PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.42,0,0.15,1.1
PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1
PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1
PS2,2006,Misc,Sony Computer Entertainment,0,0.84,0,0.25,1.1
Other,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
Other,2013,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1
Wii,2007,Racing,Electronic Arts,0.53,0.45,0,0.12,1.1
PS3,2008,Racing,Other,0.31,0.56,0.03,0.2,1.1
X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1
PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
DS,2007,Simulation,Ubisoft,0.46,0.51,0,0.12,1.1
X360,2013,Sports,Electronic Arts,1.01,0,0,0.08,1.09
PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
PS3,2009,Misc,Activision,0.53,0.39,0,0.17,1.09
GBA,2003,Role-Playing,Other,0.78,0.29,0,0.02,1.09
Wii,2008,Shooter,Electronic Arts,0.91,0.09,0,0.09,1.09
Other,2000,Sports,Sega,1.02,0.05,0,0.02,1.09
PS,1998,Simulation,Konami Digital Entertainment,0,0,1.07,0.02,1.09
PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09
Other,2015,Racing,Other,0.2,0.7,0.02,0.16,1.09
XB,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09
Wii,2009,Platform,Sega,0.64,0.34,0.01,0.1,1.09
PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
X360,2010,Racing,Sega,0.74,0.25,0,0.09,1.09
PS2,2002,Shooter,Other,0.53,0.42,0,0.14,1.09
PS,1997,Simulation,Other,0,0,1.02,0.07,1.09
PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09
DS,2011,Action,Other,0.61,0.38,0,0.1,1.09
X360,2012,Action,Electronic Arts,1.02,0,0,0.07,1.09
X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
PS,1998,Sports,Other,0.6,0.41,0,0.07,1.09
PS2,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08
PS2,2002,Platform,THQ,0.53,0.41,0,0.14,1.08
DS,2008,Simulation,Ubisoft,0.63,0.35,0,0.1,1.08
PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08
PS2,2002,Sports,Other,0.53,0.41,0,0.14,1.08
PC,2009,Strategy,Sega,0.01,0.97,0,0.1,1.08
PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08
PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08
PS3,2010,Action,Other,0.51,0.4,0,0.16,1.08
Other,1982,Platform,Other,1.01,0.06,0,0.01,1.08
PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08
PS3,2013,Role-Playing,Other,0.37,0.3,0.28,0.13,1.08
Other,2016,Racing,Other,0.42,0.58,0,0.08,1.08
X360,2014,Action,Other,0.64,0.34,0,0.1,1.08
PS,1998,Sports,Other,0.6,0.41,0,0.07,1.08
PSP,2008,Action,Other,0.43,0.4,0,0.24,1.08
GBA,2003,Fighting,Other,0.77,0.29,0,0.02,1.08
GBA,2002,Platform,Ubisoft,0.77,0.29,0,0.02,1.08
Other,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
X360,2014,Shooter,Electronic Arts,0.51,0.47,0,0.09,1.08
PSP,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07
PS,1999,Misc,Sony Computer Entertainment,0,0,1,0.07,1.07
DS,2006,Action,Other,0.96,0.03,0,0.08,1.07
PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07
Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.07
DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07
PS3,2008,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07
PC,1999,Sports,Other,0,0.98,0,0.09,1.07
Other,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
PS2,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07
Wii,2009,Sports,THQ,0.86,0.12,0,0.09,1.07
X360,2011,Fighting,Other,0.79,0.18,0.03,0.07,1.07
X360,2008,Action,Other,0.53,0.42,0.01,0.11,1.07
PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07
DS,2009,Adventure,Electronic Arts,0.54,0.42,0,0.11,1.07
PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07
PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07
X360,2010,Action,Take-Two Interactive,0.57,0.38,0.02,0.1,1.07
PS3,2013,Role-Playing,Other,0.31,0.2,0.45,0.11,1.07
PS,1999,Racing,Electronic Arts,0.59,0.4,0,0.07,1.07
PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06
PS2,2006,Fighting,Other,0.88,0.04,0,0.14,1.06
PS2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06
DS,2008,Simulation,Electronic Arts,0.66,0.3,0,0.1,1.06
PS3,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06
PS,1998,Misc,Other,0,0,0.99,0.07,1.06
X360,2009,Misc,Activision,0.56,0.39,0,0.11,1.06
X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06
PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06
PS,1999,Strategy,Other,0.18,0.81,0,0.08,1.06
PS2,2003,Action,Other,0.52,0.41,0,0.14,1.06
Other,2016,Shooter,Activision,0.63,0.33,0,0.1,1.06
Other,1997,Sports,Other,1.01,0.05,0,0.01,1.06
Other,1998,Sports,Other,1.02,0.04,0,0.01,1.06
X360,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06
PS3,2012,Action,Activision,0.36,0.49,0,0.2,1.06
PC,2001,Role-Playing,Other,1.03,0.02,0,0,1.06
Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06
GBA,2004,Action,Activision,0.76,0.28,0,0.02,1.06
PS2,2002,Racing,Other,0.52,0.4,0,0.14,1.06
X360,2010,Action,THQ,0.67,0.28,0.01,0.1,1.06
X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
Other,2013,Action,Other,0.61,0.35,0,0.09,1.06
PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06
PS3,2011,Racing,Other,0.27,0.57,0.01,0.2,1.06
Wii,2008,Sports,Sega,0.28,0.65,0,0.13,1.05
PS3,2007,Racing,Other,0.16,0.66,0,0.23,1.05
DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05
Other,1981,Shooter,Other,0.99,0.05,0,0.01,1.05
Wii,2009,Action,Other,0.46,0.31,0.2,0.09,1.05
PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05
Other,1980,Misc,Other,0.99,0.05,0,0.01,1.05
DS,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.07,1.05
PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05
Other,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05
Other,1996,Sports,Other,0,0,1.04,0.01,1.05
Other,1986,Platform,Other,0,0,1.05,0,1.05
PS2,2002,Sports,Sega,0.51,0.4,0,0.13,1.05
PS3,2012,Action,Other,0.37,0.49,0,0.19,1.05
XB,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05
PS,2000,Sports,Other,0.91,0.11,0,0.03,1.05
Other,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05
XB,2005,Racing,Other,0.52,0.51,0,0.02,1.05
PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05
PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04
DS,2007,Simulation,Ubisoft,0.45,0.48,0,0.11,1.04
PS,N/A,Action,Other,0.58,0.4,0,0.07,1.04
X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04
PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04
PS3,2012,Action,Other,0.31,0.49,0.05,0.19,1.04
PS,2000,Racing,Other,0.58,0.39,0,0.07,1.04
PS,1996,Action,Other,0.45,0.3,0.22,0.07,1.04
Other,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04
PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04
PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04
Other,1997,Puzzle,Other,0.5,0.2,0.31,0.03,1.04
PS,1998,Racing,Other,0.91,0.1,0,0.03,1.04
GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04
X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04
DS,2010,Racing,Sega,0.43,0.5,0,0.11,1.04
XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04
X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03
PS3,2012,Racing,Other,0.12,0.63,0.05,0.23,1.03
X360,2011,Shooter,Other,0.59,0.35,0.01,0.09,1.03
PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03
PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.23,1.03
PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03
X360,2011,Action,Other,0.54,0.39,0,0.09,1.03
PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03
DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03
Wii,2008,Action,Other,0.46,0.47,0,0.11,1.03
PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03
Other,N/A,Platform,Nintendo,0.68,0.31,0,0.04,1.03
Other,1985,Puzzle,Other,0.18,0,0.85,0,1.03
Other,2016,Action,Nintendo,0.56,0.3,0.08,0.09,1.03
PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03
PC,1996,Action,Other,0.96,0.07,0,0,1.03
PS,1998,Fighting,Other,0.38,0.12,0.51,0.02,1.03
Wii,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03
DS,2008,Misc,Other,0.23,0.71,0,0.09,1.03
PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02
Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
DS,2010,Simulation,Activision,0.67,0.26,0,0.09,1.02
Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02
Wii,2007,Fighting,Other,0.32,0.36,0.26,0.09,1.02
Other,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02
Other,2016,Sports,Take-Two Interactive,0.86,0.06,0,0.11,1.02
X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02
PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02
Other,1993,Action,Other,0.39,0.12,0.49,0.02,1.02
PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02
Wii,2011,Action,Other,0.64,0.28,0,0.1,1.02
Wii,2010,Misc,Ubisoft,0.25,0.65,0,0.12,1.02
X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02
DS,2007,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02
X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
PS3,2013,Platform,Activision,0.43,0.42,0,0.17,1.02
XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02
Other,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02
Wii,2008,Misc,Other,0.93,0.01,0,0.08,1.02
PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02
DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02
Wii,2008,Platform,THQ,0.51,0.4,0,0.11,1.01
PS,1998,Puzzle,Other,0.56,0.38,0,0.07,1.01
Wii,2007,Fighting,Other,0.44,0.46,0,0.11,1.01
DS,2009,Adventure,Other,0.56,0.34,0.02,0.09,1.01
X360,2007,Simulation,Other,0.69,0.04,0.22,0.06,1.01
Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01
Other,1995,Sports,Other,0.87,0.12,0,0.02,1.01
PC,2003,Sports,Other,0,0.93,0,0.08,1.01
Other,2012,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01
X360,2008,Action,Other,0.65,0.22,0.05,0.1,1.01
X360,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01
Other,2014,Platform,Ubisoft,0.22,0.64,0,0.16,1.01
DS,2006,Misc,Sega,0,0,1.01,0,1.01
X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01
PS,1997,Simulation,Other,0.12,0.08,0.74,0.07,1.01
Other,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01
Other,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01
PS2,2003,Racing,Other,0.49,0.38,0,0.13,1
PS,1997,Role-Playing,Other,0.29,0.19,0.46,0.07,1
Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1
PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1
PS2,2000,Fighting,Other,0.3,0.24,0.38,0.08,1
